identifier,formula,Species,spacegroup_number,spacegroup_symbol,volume_per_atom,bravais_lattice,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma,avg_nn_dist,sum_atn_nn,avg_en_formula,electronegativity,ionization_energy,electron_affinity,oxidation_states
mp-542807,Cu2Te2Br2O5,Cu,81,P-4,18.598354357160176,tetragonal,7.981721,7.981721,6.4225,90.0,90.0,90.0,2.0892500000000003,236,2.8290909090909087,1.9,7.72638,1.235784,"(2,)"
mp-542844,V2O5,V,15,C2/c,10.655147243596574,monoclinic,6.4720605734589665,6.4720605734589665,5.392447055339996,77.31237966962244,77.31237966962244,42.81206346823983,1.8345,128,2.922857142857143,1.63,6.746187,0.527662,"(5,)"
mp-545369,CuBiTeO,Cu,129,P4/nmm,19.84041007803018,tetragonal,4.061108,4.061108,9.62391,90.0,90.0,90.0,3.114857142857143,432,2.365,1.9,7.72638,1.235784,"(2,)"
mp-545522,CoBiO3,Co,99,P4mm,11.154981114009136,tetragonal,3.72444997,3.72443794,4.02083227,90.0,90.0,90.0,2.19175,107,2.8440000000000003,1.88,7.88101,0.66225547,"(2, 3)"
mp-5456,Sr2CuO3,Cu,71,Immm,14.52231519398643,orthorhombic,3.5166664486402905,3.927960627205091,6.836613716480485,106.69480639767237,104.90360593757224,89.99999882845232,2.26925,62,2.3533333333333335,1.9,7.72638,1.235784,"(2,)"
mp-5461,Rb3TaO8,Ta,121,I-42m,16.74622521564674,tetragonal,6.411894381982534,6.411894260780789,6.411894398788643,102.89861986299432,112.85415613378083,112.85414512008056,2.007,32,2.6233333333333335,1.5,7.549571,0.32885923,"(5,)"
mp-546552,KCrO2,Cr,166,R-3m,12.046056927691978,rhombohedral,6.193102546004701,6.193102760694135,6.193102899343105,28.621920237863907,28.621918546678,28.621920307586475,2.5086666666666666,35,2.34,1.66,6.76651,0.67592827,"(3, 6)"
mp-5477,Na5NbO5,Nb,15,C2/c,13.919125336319068,monoclinic,5.984676630355565,5.984676630355565,9.997789367725936,81.38289743251754,81.38289743251754,116.8177935153758,1.95675,64,2.131818181818182,1.6,6.75885,0.917407,"(5,)"
mp-5478,TlPd3O4,Pd,225,Fm-3m,13.9414317841162,cubic,6.8073921789769125,6.807392322934006,6.80739321,59.99999564081172,59.999994941268774,60.00000013262177,2.008,192,2.7475,2.2,8.336839,0.5621412,"(2, 4)"
mp-548231,FeBiO3,Fe,146,R3,11.680742898715597,rhombohedral,5.498973982972612,5.498970037704628,5.498970758351166,59.711085459580914,59.71107705671814,59.71120248430919,1.960875,64,2.834,1.83,7.9024681,0.15323635,"(2, 3)"
mp-548805,Co2GeO4,Co,74,Imma,10.44103387799382,orthorhombic,5.885406927419208,5.885406927419208,5.885406927419208,119.14722867521569,118.93203358801152,91.67171351525532,2.08025,128,2.79,1.88,7.88101,0.66225547,"(2, 3)"
mp-550206,CoO2,Co,166,R-3m,18.623983861563968,rhombohedral,2.7824842446904468,2.7824838876419205,8.497640335234921,80.67449651172356,80.67449893638563,59.823362300128856,1.8565,16,2.92,1.88,7.88101,0.66225547,"(2, 3)"
mp-550893,HfO2,Hf,225,Fm-3m,10.618957332585556,cubic,3.558273908472408,3.558273908472408,3.558273908472408,60.00000000000001,60.00000000000001,60.00000000000001,2.179,16,2.7266666666666666,1.3,6.82507,0.17807,"(4,)"
mp-552588,LiNbO3,Nb,167,R-3c,11.144215867790756,rhombohedral,5.543736002967854,5.543736002967854,5.543735554117368,56.75262760283625,56.75262760283625,56.752631020133535,2.015,64,2.58,1.6,6.75885,0.917407,"(5,)"
mp-5532,Sr2TiO4,Ti,139,I4/mmm,13.656489697718376,tetragonal,3.8962357014417193,3.8962353236820353,6.873493424657987,106.46470611647372,106.46470502710056,90.0000029170611,1.969,32,2.457142857142857,1.54,6.82812,0.075545,"(4,)"
mp-553913,Fe2PO5,Fe,15,C2/c,11.59505778181356,monoclinic,5.440169612983128,5.440129064026514,7.3762308450402365,68.15257017706251,111.84847130927996,89.83824977828738,2.0854375,128,2.8812499999999996,1.83,7.9024681,0.15323635,"(2, 3)"
mp-554803,VPbClO3,V,62,Pnma,17.260382953751627,orthorhombic,5.359289,7.312461,10.570388,90.0,90.0,90.0,1.82575,128,2.9066666666666667,1.63,6.746187,0.527662,"(5,)"
mp-555351,FeBiO3,Fe,63,Cmcm,12.278943566765976,orthorhombic,3.9444496628313055,3.9444496628313055,7.892021,90.0,90.0,90.03138878980074,1.97,64,2.834,1.83,7.9024681,0.15323635,"(2, 3)"
mp-555472,Na4Zr2(SiO4)3,Zr,161,R3c,13.403005214282256,rhombohedral,9.21699308091554,9.21699308091554,9.216992516444938,60.74072555379336,60.74072555379336,60.740726740068006,2.088625,128,2.540952380952381,1.33,6.634126,0.433289,"(4,)"
mp-5558,NaReO4,Re,88,I4_1/a,13.676194703689232,tetragonal,6.895784419737707,6.8956651007991505,6.896070219284679,134.5191017950135,134.51885522537282,66.28211295525313,1.746,64,2.765,1.9,7.83352,0.06039664,"(4,)"
mp-556224,Sr5V3ClO12,V,176,P6_3/m,16.473210608035007,hexagonal,10.450520170817144,10.450520170817144,7.315114,90.0,90.0,120.00000108139795,1.743,192,2.5752380952380953,1.63,6.746187,0.527662,"(5,)"
mp-556491,NaLiV2O6,V,15,C2/c,13.357848594121814,monoclinic,6.955540022382158,6.955540022382158,5.91184589466691,75.30011700489271,75.30011700489271,83.22738006098376,1.753,128,2.5810000000000004,1.63,6.746187,0.527662,"(5,)"
mp-556859,HgO,Hg,11,P2_1/m,18.205232411079308,monoclinic,5.822097,6.736417,7.428448580070068,88.83157374193857,90.0,90.0,2.528625,256,2.72,2.0,10.437504,-0.52,"(1, 2)"
mp-557012,Li3Sc(BO3)2,Sc,14,P2_1/c,9.94224380693367,monoclinic,6.000374,4.823287,9.50381058788884,60.17101396192414,90.0,90.0,2.1174999999999997,64,2.4183333333333334,1.36,6.56149,0.17938023,"(3,)"
mp-557830,Na2Bi5AuO11,Au,127,P4/mbm,16.09933379362148,tetragonal,12.495705,12.495705,3.91805,90.0,90.0,90.0,2.044,64,2.754736842105263,2.54,9.225554,2.30861025,"(3,)"
mp-558392,Bi2Ir2O7,Ir,227,Fd-3m,12.58048895337662,cubic,7.314956252180833,7.314956252180833,7.314956252180833,59.99999999999999,59.99999999999999,59.99999999999999,2.017,128,2.956363636363636,2.2,8.96702,1.56405712,"(3, 4)"
mp-558835,NaNiAsO4,Ni,148,R-3,13.903367714048176,rhombohedral,5.025941671972726,9.358835064439695,8.705370838200174,108.0627367474239,90.00062737415497,90.00053422108891,2.0767499999999997,128,2.682857142857143,1.91,7.639878,1.1571612,"(2,)"
mp-559240,Li2MnSiO4,Mn,31,Pmn2_1,10.949564587282335,orthorhombic,5.048722000049517,5.441455001000468,12.754115002280676,89.9978478301366,90.00022130606185,90.00045862246043,2.0958750000000004,128,2.39625,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-5594,Sc2Si2O7,Sc,12,C2/m,11.549124356629491,monoclinic,4.6914663393736005,5.362516976689692,5.3625174054819835,105.11593341686654,97.699977863724,97.69997620285103,2.098,64,2.7818181818181817,1.36,6.56149,0.17938023,"(3,)"
mp-559723,Cr2B(PO4)3,Cr,176,P6_3/m,11.84031009149785,hexagonal,8.08600633675104,8.08600633675104,7.527778,90.0,90.0,120.0000027552872,1.9875000000000005,128,2.9561111111111114,1.66,6.76651,0.67592827,"(3, 6)"
mp-559831,Na3V(SO)2,V,61,Pbca,19.701416713381423,orthorhombic,5.997951,11.745768,17.89753,90.0,90.0,90.0,1.9665,384,2.0575,1.63,6.746187,0.527662,"(5,)"
mp-559851,CrBiO3,Cr,62,Pnma,11.5971334443852,orthorhombic,5.3978029800173,5.568480390000614,7.716616670017745,89.99996686171228,89.9997373947319,89.99994394362618,1.995,128,2.8,1.66,6.76651,0.67592827,"(3, 6)"
mp-560228,K6Ti2O7,Ti,7,Pc,19.89269457735872,monoclinic,9.389676,6.642968,11.456043095887908,56.63205703278492,90.0,90.0,1.840125,128,2.1386666666666665,1.54,6.82812,0.075545,"(4,)"
mp-560699,VBiPbO5,V,1,P1,16.6720255979918,triclinic,5.831397,7.317732558752471,7.329066743052147,106.28982320173589,97.9506868545878,112.39444378494044,1.74875,64,2.8975,1.63,6.746187,0.527662,"(5,)"
mp-560883,Ba5Mn3ClO12,Mn,176,P6_3/m,18.423514520065105,hexagonal,10.666883546876662,10.666883546876662,7.852646,90.0,90.0,119.99999718958225,1.71975,192,2.54952380952381,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-561778,CsLiCrO4,Cr,14,P2_1/c,18.53627887637246,monoclinic,9.139018,5.729783999999999,11.39469862003853,60.44018788464324,90.0,90.0,1.66675,128,2.4557142857142855,1.66,6.76651,0.67592827,"(3, 6)"
mp-5625,Ag2SO4,Ag,70,Fddd,13.628137822743776,orthorhombic,5.5394073170776315,6.173266896680602,6.829812434249425,79.51685839216587,66.07555189592966,63.34219232611832,2.422,128,2.8857142857142857,1.93,7.576234,1.304473,"(1,)"
mp-5628,K(RuO2)4,Ru,87,I4/m,11.701873943944294,tetragonal,3.151515405394239,7.12413041241825,7.12413095397009,87.19578651207968,77.22130355197378,77.22129929069841,1.98975,128,2.856923076923077,2.2,7.3605,1.046272,"(3, 4)"
mp-562854,CsNb2BiO7,Nb,26,Pmc2_1,16.26470791054949,orthorhombic,5.491112,5.587504,11.662477,90.0,90.0,90.0,1.9625,128,2.735454545454545,1.6,6.75885,0.917407,"(5,)"
mp-573119,BiRhO3,Rh,62,Pnma,12.582425901689692,orthorhombic,5.440072,5.92128,7.812214,90.0,90.0,90.0,2.095,128,2.9240000000000004,2.28,7.4589,1.142892,"(3,)"
mp-5770,AgNO2,Ag,44,Imm2,15.805735135902504,orthorhombic,4.5134988449096785,4.5134988449096785,4.5134988449096785,128.68850587896387,111.0863257192074,90.86747867001412,2.3753333333333333,23,2.9625,1.93,7.576234,1.304473,"(1,)"
mp-5777,BaTiO3,Ti,38,Amm2,13.114621483342678,orthorhombic,3.98333387,4.0573426446750185,4.0573423579991434,90.25451681616497,90.0,90.0,2.291,80,2.55,1.54,6.82812,0.075545,"(4,)"
mp-578604,NaCrO2,Cr,166,R-3m,10.175269865179173,rhombohedral,5.530580115622861,5.53057935147078,5.530580113862784,31.374704224133335,31.37471575231245,31.374712747611973,2.3926666666666665,27,2.3674999999999997,1.66,6.76651,0.67592827,"(3, 6)"
mp-5827,CaTiO3,Ti,221,Pm-3m,11.767971524579286,cubic,3.889471,3.889471,3.889471,90.0,90.0,90.0,2.30075,44,2.572,1.54,6.82812,0.075545,"(4,)"
mp-583454,Nb2Bi2PbO9,Nb,36,Cmc2_1,14.609340984704437,orthorhombic,12.9954512676036,12.9954512676036,5.700476,90.0,90.0,154.85516608782618,1.97275,128,2.895,1.6,6.75885,0.917407,"(5,)"
mp-5839,TiPO4,Ti,63,Cmcm,11.672809582818047,orthorhombic,4.8125524831055095,4.8125524831055095,6.590652,90.0,90.0,113.4150164314157,2.056,64,2.9149999999999996,1.54,6.82812,0.075545,"(4,)"
mp-5840,LiScO2,Sc,141,I4_1/amd,10.15180683103843,tetragonal,5.493771240897089,5.493771240897089,5.493771240897089,135.16898230079514,135.16898230079514,65.2677522807835,2.1155,64,2.3049999999999997,1.36,6.56149,0.17938023,"(3,)"
mp-5860,K2HgO2,Hg,139,I4/mmm,21.35768345088116,tetragonal,3.9055672603111415,3.905567798526636,7.525940517615151,105.03883466584598,105.03885055537968,89.99999926349764,2.814,54,2.104,2.0,10.437504,-0.52,"(1, 2)"
mp-5869,Ca2CuO3,Cu,71,Immm,12.46952920978024,orthorhombic,3.2550023322973316,3.788152394795559,6.5614785793965185,106.77810803790128,104.36147520470072,90.00000322078132,2.215,44,2.37,1.9,7.72638,1.235784,"(2,)"
mp-5996,Na2Ti2Si2O9,Ti,60,Pbcn,11.42270009158809,orthorhombic,5.287007,8.797689,14.734708,90.0,90.0,90.0,1.91325,256,2.646666666666667,1.54,6.82812,0.075545,"(4,)"
mp-6031,Li16Nb2N8O,Nb,148,R-3,9.858876126733662,rhombohedral,9.198289032988688,9.198289032988688,9.198289121393662,38.113146587511345,38.113146587511345,38.113146487353184,1.97925,56,1.7274074074074075,1.6,6.75885,0.917407,"(5,)"
mp-604,Nb2O5,Nb,15,C2/c,12.371835419027285,monoclinic,4.92538050604215,5.633829207622702,6.900283946055742,103.48042118488615,110.90974341371304,90.00000146571455,1.9505,128,2.914285714285714,1.6,6.75885,0.917407,"(5,)"
mp-604996,CuH12N2(Cl2O)2,Cu,136,P4_2/mnm,11.3579982431318,tetragonal,7.668077,7.668077,8.112938,90.0,90.0,90.0,2.1105,100,2.566666666666667,1.9,7.72638,1.235784,"(2,)"
mp-605437,FeHO2,Fe,62,Pnma,8.691677754917214,orthorhombic,3.030625660000027,4.604118610055076,9.966548850335975,90.00019006072714,90.00001305102276,89.99999144221175,2.0365,128,2.7275,1.83,7.9024681,0.15323635,"(2, 3)"
mp-6064,Sr3MgPtO6,Pt,167,R-3c,13.999925644728815,rhombohedral,6.758287658532523,6.758287658532523,6.7582878200066325,92.1721556522206,92.1721556522206,92.17215931516697,2.057,64,2.4618181818181815,2.28,8.95883,2.125105,"(2, 4)"
mp-6066,NaTaGeO5,Ta,15,C2/c,13.396052355360595,monoclinic,5.702941928355399,5.702941928355399,7.517818029400419,74.72168183129888,74.72168183129888,104.05273860883788,1.9805,64,2.705,1.5,7.549571,0.32885923,"(5,)"
mp-6081,Ba2Ti(SiO4)2,Ti,100,P4bm,14.76969415476416,tetragonal,8.56085271,8.56085271,5.23975282,90.0,90.0,90.0,1.9065,64,2.664615384615385,1.54,6.82812,0.075545,"(4,)"
mp-6090,Na2Cu(CO3)2,Cu,14,P2_1/c,12.152566973799928,monoclinic,8.149978,5.762996,6.307042219983944,64.49224640694787,90.0,90.0,1.9675,64,2.6818181818181817,1.9,7.72638,1.235784,"(2,)"
mp-6101,Ba3Nb6(Si2O13)2,Nb,189,P-62m,14.304503118672082,hexagonal,9.101150710112128,9.101150710112128,7.77703653,90.0,90.0,119.99999978273452,1.9655,192,2.802820512820513,1.6,6.75885,0.917407,"(5,)"
mp-6109,CaTiSiO5,Ti,14,P2_1/c,11.909656895415337,monoclinic,8.772745,6.664627999999999,7.142355743115852,65.87183500566832,90.0,90.0,1.942,128,2.705,1.54,6.82812,0.075545,"(4,)"
mp-6110,Sr2YSbO6,Y,225,Fm-3m,14.814149883808591,cubic,5.939235928345665,5.939235928345665,5.939235928345665,59.99999999999999,59.99999999999999,59.99999999999999,2.207,32,2.5810000000000004,1.22,6.21726,0.3112922,"(3,)"
mp-6113,LiTiAsO5,Ti,62,Pnma,11.52103809816974,orthorhombic,6.60488192,7.46262207,7.4797156,90.0,90.0,90.0,1.907,128,2.7375,1.54,6.82812,0.075545,"(4,)"
mp-6125,RbTi2(PO4)3,Ti,167,R-3c,13.59337369844122,rhombohedral,9.310943900314832,9.310943900314832,9.310943374097064,53.89556013247785,53.89556013247785,53.895557890912045,1.96025,128,2.875,1.54,6.82812,0.075545,"(4,)"
mp-6138,Na2TiSiO5,Ti,129,P4/nmm,11.737585286711209,tetragonal,5.07721277,6.4507907,6.4507907,90.0,90.0,90.0,1.91725,64,2.5,1.54,6.82812,0.075545,"(4,)"
mp-614565,CuO2,Cu,69,Fmmm,19.09925244726447,orthorhombic,6.79710555100456,5.907672535784715,3.882122200375717,85.28443591415994,60.020397567969106,34.69516651787095,1.806,16,2.9266666666666663,1.9,7.72638,1.235784,"(2,)"
mp-6169,Ba3Ta6(Si2O13)2,Ta,189,P-62m,14.07910899898921,hexagonal,9.046372250385994,9.046372250385994,7.74747576,90.0,90.0,119.99999744314344,1.9515,192,2.7874358974358975,1.5,7.549571,0.32885923,"(5,)"
mp-6189,CaCu(Si2O5)2,Cu,130,P4/ncc,13.122842594147516,tetragonal,7.376571,7.376571,15.434723,90.0,90.0,90.0,1.956,128,2.80625,1.9,7.72638,1.235784,"(2,)"
mp-620054,ReC5BrO5,Re,62,Pnma,18.4938639589989,orthorhombic,6.189532,11.780028,12.174882,90.0,90.0,90.0,1.9965,96,2.900833333333334,1.9,7.83352,0.06039664,"(4,)"
mp-6224,LiScSiO4,Sc,62,Pnma,11.035713787582967,orthorhombic,4.864246,6.032788,10.529915,90.0,90.0,90.0,2.1079999999999997,128,2.5714285714285716,1.36,6.56149,0.17938023,"(3,)"
mp-6228,Na2TiGeO5,Ti,129,P4/nmm,13.13555100543964,tetragonal,6.718544,6.718544,5.23806,90.0,90.0,90.0,1.93875,64,2.5122222222222224,1.54,6.82812,0.075545,"(4,)"
mp-6233,NaSr3RuO6,Ru,167,R-3c,14.485393398885432,rhombohedral,6.831179981563434,6.831179981563434,6.831179977796296,90.81839776341492,90.81839776341492,90.81839546340422,2.006,64,2.42,2.2,7.3605,1.046272,"(3, 4)"
mp-6252,Sr2CuTeO6,Cu,87,I4/m,13.066181553784574,tetragonal,5.46713,5.83564178222807,5.46713,62.06784165341567,90.0,117.93215834658434,1.996,32,2.654,1.9,7.72638,1.235784,"(2,)"
mp-6255,Ca3Sc2(SiO4)3,Sc,230,Ia-3d,11.822460326034031,cubic,10.710421956985403,10.710421956985403,10.710421956985403,109.47122063449068,109.47122063449068,109.47122063449068,2.113,256,2.635,1.36,6.56149,0.17938023,"(3,)"
mp-6257,CsNb(BO3)2,Nb,31,Pmn2_1,15.497362805159105,orthorhombic,4.10355,7.644614,9.880354,90.0,90.0,90.0,1.96125,64,2.711,1.6,6.75885,0.917407,"(5,)"
mp-6259,SrLi2Ta2O7,Ta,139,I4/mmm,11.68525127161986,tetragonal,3.9407006555358226,3.940700162021025,9.449853231765315,102.03481469861153,102.0348144320589,89.99999278488312,1.9815,64,2.4991666666666665,1.5,7.549571,0.32885923,"(5,)"
mp-6270,Ba2LiReO6,Re,225,Fm-3m,13.962374972423694,cubic,5.8231516222918325,5.8231516222918325,5.8231516222918325,60.00000000000001,60.00000000000001,60.00000000000001,1.909,32,2.53,1.9,7.83352,0.06039664,"(4,)"
mp-6281,NaCa3RuO6,Ru,167,R-3c,12.8450729050091,rhombohedral,6.562456509948847,6.562456509948847,6.562456778179418,90.448218988636,90.448218988636,90.44823199336184,1.992,64,2.433636363636364,2.2,7.3605,1.046272,"(3, 4)"
mp-628782,V3Pb5ClO12,V,176,P6_3/m,17.03549888413294,hexagonal,10.61964667965865,10.61964667965865,7.325772,90.0,90.0,120.00000423421376,1.751,192,2.903809523809524,1.63,6.746187,0.527662,"(5,)"
mp-6325,Ba3MgTa2O9,Ta,164,P-3m1,14.151993863164806,hexagonal,5.843422089172149,5.843422089172149,7.178666,90.0,90.0,120.00000100961076,1.988,64,2.529333333333333,1.5,7.549571,0.32885923,"(5,)"
mp-632760,Na2H6PtO6,Pt,147,P-3,9.33315799854592,hexagonal,5.917670388660897,5.917670388660897,4.616233,90.0,90.0,120.00000434522303,2.05,32,2.5320000000000005,2.28,8.95883,2.125105,"(2, 4)"
mp-6332,Li2TiSiO5,Ti,129,P4/nmm,10.466679579976075,tetragonal,6.476632,6.476632,4.491413,90.0,90.0,90.0,1.9205,64,2.511111111111111,1.54,6.82812,0.075545,"(4,)"
mp-6342,LiCa3RuO6,Ru,167,R-3c,12.346012755526516,rhombohedral,6.479960678169891,6.479960678169891,6.4799609023067415,91.94370984614385,91.94370984614385,91.9437128631082,1.978,64,2.438181818181818,2.2,7.3605,1.046272,"(3, 4)"
mp-6358,NaTiPO5,Ti,14,P2_1/c,11.751374586725442,monoclinic,8.582801,6.726101,7.210258955429617,64.61288997008326,90.0,90.0,1.96,128,2.7325,1.54,6.82812,0.075545,"(4,)"
mp-6361,NaSr3NbO6,Nb,167,R-3c,15.051260953113292,rhombohedral,6.919935418790554,6.919935418790554,6.919935293554774,91.24169572261104,91.24169572261104,91.24169178179298,2.039,64,2.3654545454545453,1.6,6.75885,0.917407,"(5,)"
mp-638686,AgNO3,Ag,61,Pbca,12.4458031187279,orthorhombic,6.90205076,7.20285772,10.01382351,90.0,90.0,90.0,2.4465,256,3.058,1.93,7.576234,1.304473,"(1,)"
mp-6402,Na2ZnGeO4,Zn,7,Pc,13.875571685244946,monoclinic,5.680003,5.427784,9.027001046731357,52.91393422695023,90.0,90.0,1.99475,64,2.41,1.65,9.394197,-0.62,"(2,)"
mp-6412,Li2CuP2O7,Cu,15,C2/c,12.81744559865686,monoclinic,8.145577628955051,8.145577628955051,8.783534962833189,65.72038466620485,65.72038466620485,35.82484921547264,1.9595,64,2.693333333333334,1.9,7.72638,1.235784,"(2,)"
mp-643081,Fe2(CO)9,Fe,176,P6_3/m,14.52186486569964,hexagonal,6.447161935642457,6.447161935642457,16.136695,90.0,90.0,119.999999339576,1.86575,96,2.8785,1.83,7.9024681,0.15323635,"(2, 3)"
mp-644129,KNiPH2O5,Ni,31,Pmn2_1,11.189158522444783,orthorhombic,5.610276004232323,8.361014017541653,9.541447014390794,89.99388532551477,90.00040253734471,90.00443644025617,2.0824375,128,2.652,1.91,7.639878,1.1571612,"(2,)"
mp-645159,FeBiO3,Fe,62,Pnma,12.029981167723426,orthorhombic,5.4363251300002045,5.676451360007656,7.796731880011744,89.9998078120965,89.99999454748621,89.99996887087931,2.0389375000000003,128,2.834,1.83,7.9024681,0.15323635,"(2, 3)"
mp-6456,LiNbGeO5,Nb,62,Pnma,12.393799586822974,orthorhombic,6.73904678,7.52397345,7.82183629,90.0,90.0,90.0,1.9405,128,2.72375,1.6,6.75885,0.917407,"(5,)"
mp-6474,Ba3MgNb2O9,Nb,164,P-3m1,14.275480788597228,hexagonal,5.862398350657945,5.862398350657945,7.194502,90.0,90.0,120.0000039573126,1.999,64,2.542666666666667,1.6,6.75885,0.917407,"(5,)"
mp-6475,NaZr2(PO4)3,Zr,167,R-3c,14.761955955030272,rhombohedral,9.247474015281146,9.247474015281146,9.24747362218125,57.83823332814512,57.83823332814512,57.83823053058798,2.0875,128,2.8577777777777778,1.33,6.634126,0.433289,"(4,)"
mp-647557,ZrPbO3,Zr,32,Pba2,15.145912856745872,orthorhombic,6.042341,8.386099,11.956119,90.0,90.0,90.0,2.090875,256,2.7960000000000003,1.33,6.634126,0.433289,"(4,)"
mp-6476,Ag3SeNO3,Ag,161,R3c,15.95384512733822,rhombohedral,6.363426720243504,6.363426720243504,6.363425959557476,85.35028177632793,85.35028177632793,85.35028382462592,2.55075,186,2.7125,1.93,7.576234,1.304473,"(1,)"
mp-6478,LiTaGeO5,Ta,15,C2/c,12.460402525063556,monoclinic,5.539695001014154,5.539694415320299,7.478946332636442,109.69546187896104,109.6954675156578,93.61489019359992,1.961,64,2.7112499999999997,1.5,7.549571,0.32885923,"(5,)"
mp-647813,Cs2CrO4,Cr,62,Pnma,21.25523317713169,orthorhombic,6.285869499999999,8.45603694,11.19674205,90.0,90.0,90.0,1.65075,128,2.4285714285714284,1.66,6.76651,0.67592827,"(3, 6)"
mp-6492,Ba2YSbO6,Y,225,Fm-3m,15.518139231926469,cubic,6.031864088253978,6.031864088253978,6.031864088253978,59.99999999999999,59.99999999999999,59.99999999999999,2.247,32,2.569,1.22,6.21726,0.3112922,"(3,)"
mp-6520,Ba3MgRu2O9,Ru,194,P6_3/mmc,13.981710160742,hexagonal,5.8559818474891125,5.8559818474891125,14.123797,90.0,90.0,119.99999827696888,1.971,128,2.622666666666667,2.2,7.3605,1.046272,"(3, 4)"
mp-654105,RhC2ClO2,Rh,122,I-42d,20.343925664548298,tetragonal,11.213220204171904,11.213220204171904,11.213220204171904,100.20077219239894,100.20077219239894,130.22598273222516,2.13075,368,2.903333333333333,2.28,7.4589,1.142892,"(3,)"
mp-6551,Mg3Fe2(SiO4)3,Fe,230,Ia-3d,10.24435551005178,cubic,10.210934877149496,10.210934877149496,10.210934877149496,109.47122063449068,109.47122063449068,109.47122063449068,2.011,256,2.7285,1.83,7.9024681,0.15323635,"(2, 3)"
mp-6600,K2Zr(SiO3)3,Zr,176,P6_3/m,14.786847852599816,hexagonal,7.030065353701485,7.030065353701485,10.364479,90.0,90.0,119.99999391772852,2.115,64,2.642,1.33,6.634126,0.433289,"(4,)"
mp-6661,BaTi(SiO3)3,Ti,188,P-6c2,13.399315101145184,hexagonal,6.652557230002216,6.652559058538445,9.78886771,89.99999999425948,89.99999936283821,119.99995831281036,1.949,64,2.7921428571428573,1.54,6.82812,0.075545,"(4,)"
mp-6668,LiTiPO5,Ti,62,Pnma,10.5417969868255,orthorhombic,6.37336714,7.21456543,7.33644242,90.0,90.0,90.0,1.90325,128,2.73875,1.54,6.82812,0.075545,"(4,)"
mp-6694,Cs2Zr(SiO3)3,Zr,176,P6_3/m,16.200798799340692,hexagonal,7.332311601218268,7.332311601218268,10.438671,90.0,90.0,119.99999640179132,2.118,64,2.638,1.33,6.634126,0.433289,"(4,)"
mp-6712,NaLuGeO4,Lu,62,Pnma,13.627456393167462,orthorhombic,5.282501,6.380576,11.320702,90.0,90.0,90.0,2.209,128,2.567142857142857,1.27,5.425871,0.23887,"(3,)"
mp-6721,Sr3LiRuO6,Ru,167,R-3c,13.96689512375566,rhombohedral,6.753479324664066,6.753479324664066,6.753479270335994,92.27915679747316,92.27915679747316,92.27916465509864,1.994,64,2.424545454545455,2.2,7.3605,1.046272,"(3, 4)"
mp-6739,Ba2CaOsO6,Os,225,Fm-3m,15.088930401897397,cubic,5.9757325377498285,5.9757325377498285,5.9757325377498285,59.99999999999999,59.99999999999999,59.99999999999999,1.942,32,2.5620000000000003,2.2,8.43823,1.07766124,"(4,)"
mp-6761,NaTi2(PO4)3,Ti,167,R-3c,13.111239407285094,rhombohedral,8.867509187664819,8.867509187664819,8.867509246803072,58.13793008848531,58.13793008848531,58.13793121096769,1.9405,128,2.881111111111111,1.54,6.82812,0.075545,"(4,)"
mp-6782,Li2ZrTeO6,Zr,146,R3,11.16495249487934,rhombohedral,5.5786314485328745,5.5786314485328745,5.578630952143186,56.09073901369541,56.09073901369541,56.090730708650455,2.09825,32,2.603,1.33,6.634126,0.433289,"(4,)"
mp-6798,Ba2NaReO6,Re,225,Fm-3m,14.930637579544822,cubic,5.954762579046959,5.954762579046959,5.954762579046959,59.99999999999999,59.99999999999999,59.99999999999999,1.904,32,2.525,1.9,7.83352,0.06039664,"(4,)"
mp-6810,K2Ti(SiO3)3,Ti,176,P6_3/m,13.733493612903,hexagonal,6.87019663654753,6.87019663654753,10.079369,90.0,90.0,120.0000061299039,1.973,64,2.656,1.54,6.82812,0.075545,"(4,)"
mp-6814,AgCNO,Ag,148,R-3,18.43140357678214,rhombohedral,9.581519843871536,9.581519843871536,9.58152001699965,116.03567310674283,116.03567310674283,116.03567522668789,2.4366363636363633,402,2.74,1.93,7.576234,1.304473,"(1,)"
mp-6841,Ba4NaCu(CO5)2,Cu,121,I-42m,15.202145317100818,tetragonal,8.879001064516435,8.879001064516435,8.879001064516435,141.12061710928697,141.12061710928697,56.15568800955248,1.867,32,2.5494444444444446,1.9,7.72638,1.235784,"(2,)"
mp-6853,Ca3TaGa3(SiO7)2,Ta,150,P321,12.763824181208715,hexagonal,8.211881632042987,8.211881632042987,5.026812,90.0,90.0,119.99999703553443,2.002,32,2.6908695652173913,1.5,7.549571,0.32885923,"(5,)"
mp-6880,Sb2OsC6(OF2)6,Os,128,P4/mnc,16.73012948195275,tetragonal,8.445507,8.445507,12.666062,90.0,90.0,90.0,2.0164999999999997,48,3.3333333333333335,2.2,8.43823,1.07766124,"(4,)"
mp-6891,Sb2RuC6(OF2)6,Ru,128,P4/mnc,16.75338989489507,tetragonal,8.449588,8.449588,12.671423,90.0,90.0,90.0,2.0135,48,3.3333333333333335,2.2,7.3605,1.046272,"(3, 4)"
