identifier,formula,Species,spacegroup_number,spacegroup_symbol,volume_per_atom,bravais_lattice,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma,avg_nn_dist,sum_atn_nn,avg_en_formula,electronegativity,ionization_energy,electron_affinity,oxidation_states
mp-696630,K2MnH2OF5,Mn,11,P2_1/m,13.199356174288685,monoclinic,5.837193549233396,8.237273752062247,6.0791195558550895,89.9980362537592,96.5600815781038,89.99869721074968,1.86675,72,2.811818181818182,1.55,7.434038,-0.52,"(2, 4, 7)"
mp-6983,NaAgO,Ag,139,I4/mmm,16.919073201177007,tetragonal,7.037442622715021,7.037442622715021,7.037442622715021,96.09559139500313,96.09559139500313,141.96410316214136,2.368,440,2.1,1.93,7.576234,1.304473,"(1,)"
mp-7074,NaSc(SiO3)2,Sc,15,C2/c,11.8243999426442,monoclinic,6.778199366955283,6.778199366955283,5.421338792291992,77.10823919091195,77.10823919091195,84.95283882143258,2.0759999999999996,64,2.673,1.36,6.56149,0.17938023,"(3,)"
mp-707540,ZrP2(HO4)2,Zr,110,I4_1cd,13.882614675684362,tetragonal,9.79414535330582,9.79414535330582,9.79414535330582,108.07205056312318,108.07205056312318,112.30733218448331,2.091,128,2.8946153846153844,1.33,6.634126,0.433289,"(4,)"
mp-715517,VO2,V,1,P1,11.9742776185643,triclinic,7.729022,8.598064528135444,8.64903465839593,89.82807201413632,89.96367770594982,89.93502793935203,1.9045468750000003,512,2.8366666666666664,1.63,6.746187,0.527662,"(5,)"
mp-715566,CrO3,Cr,40,Ama2,15.443886814616327,orthorhombic,4.910402501407089,4.910402501407089,5.78753,90.0,90.0,117.70433022434835,1.6825,64,2.995,1.66,6.76651,0.67592827,"(3, 6)"
mp-7228,ReO2,Re,60,Pbcn,10.498756777429756,orthorhombic,4.5850747,4.85383245,5.66093182,90.0,90.0,90.0,2.001,128,2.9266666666666663,1.9,7.83352,0.06039664,"(4,)"
mp-725,RhO2,Rh,136,P4_2/mnm,10.369944567391494,tetragonal,3.08996901,4.487317310001029,4.487317310001029,89.99992236824022,90.0,90.0,1.9595,64,3.0533333333333332,2.28,7.4589,1.142892,"(3,)"
mp-735545,Rb2FeH2Cl5O,Fe,62,Pnma,23.06774004021971,orthorhombic,7.208394,10.018569,14.054439,90.0,90.0,90.0,2.3325,236,2.464545454545455,1.83,7.9024681,0.15323635,"(2, 3)"
mp-7461,Hg2SO4,Hg,13,P2/c,16.869665815759493,monoclinic,4.43825567,6.347660519184575,8.390603730375929,92.41126492187549,90.0,90.0,2.51,416,2.9057142857142857,2.0,10.437504,-0.52,"(1, 2)"
mp-7469,NaCuO,Cu,139,I4/mmm,14.78862727143053,tetragonal,4.652728974808185,6.599490721018177,6.5994920474278675,82.8575644113002,69.36029742619,69.36027995771147,2.0873333333333335,296,2.09,1.9,7.72638,1.235784,"(2,)"
mp-7470,RbCuO,Cu,119,I-4m2,21.78528438013316,tetragonal,5.8216655784990925,7.305043621814241,7.305059613503181,80.87771514721132,66.53875046156486,66.53871473441335,2.074,296,2.0533333333333332,1.9,7.72638,1.235784,"(2,)"
mp-7560,LuBO3,Lu,167,R-3c,10.998367787860555,rhombohedral,6.0324518333353385,6.032452339425446,6.032452289287878,47.710108556753134,47.71011237056418,47.710103328868406,2.21,64,2.726,1.27,5.425871,0.23887,"(3,)"
mp-757019,LiFePO4,Fe,62,Pnma,11.145095144361443,orthorhombic,4.799315048472334,10.414403000030774,6.24350106244133,90.00005873328162,89.98375488902187,90.00028080277738,2.159,128,2.6799999999999997,1.83,7.9024681,0.15323635,"(2, 3)"
mp-758209,Li2FeSiO4,Fe,62,Pnma,10.962963636134264,orthorhombic,5.119661000013379,6.361583000024599,10.771385000023445,90.00021978268195,90.00008731911842,90.00024018934009,2.0515625,128,2.43125,1.83,7.9024681,0.15323635,"(2, 3)"
mp-7596,NbNO,Nb,14,P2_1/c,11.0095570232375,monoclinic,5.025372168859747,5.08412688,5.2445932099594845,90.0,99.61597434404018,90.0,2.0635000000000003,120,2.693333333333334,1.6,6.75885,0.917407,"(5,)"
mp-7608,Li2PdO2,Pd,71,Immm,10.265393161423862,orthorhombic,5.190011268347802,5.190011268347802,5.190011268347802,146.49843944126565,137.95876741018384,54.79287793527918,2.3755,22,2.2079999999999997,2.2,8.336839,0.5621412,"(2, 4)"
mp-7621,KTcO4,Tc,88,I4_1/a,16.679325480476567,tetragonal,5.634576473953226,5.6345745060629175,7.457781481828867,112.1953050079535,112.19530102167408,90.00000013797262,1.711,64,2.7466666666666666,1.9,7.11938,0.552,"(4, 7)"
mp-7650,RbScO2,Sc,194,P6_3/mmc,14.707681381037975,hexagonal,3.25757354,3.25757426121545,12.8030981,90.0,90.0,120.00001336467088,2.9400000000000004,180,2.265,1.36,6.56149,0.17938023,"(3,)"
mp-7911,KCuO,Cu,139,I4/mmm,19.546317881862148,tetragonal,5.484766290382501,7.091235101024129,7.091236043748812,81.39863468917628,67.24891856031222,67.24891061929546,2.0760000000000005,296,2.0533333333333332,1.9,7.72638,1.235784,"(2,)"
mp-7947,PtO,Pt,131,P4_2/mmc,13.366125587156672,tetragonal,3.158604,3.158604,5.358894,90.0,90.0,90.0,2.3544,188,2.86,2.28,8.95883,2.125105,"(2, 4)"
mp-8054,NaSc(GeO3)2,Sc,15,C2/c,12.947809234661287,monoclinic,6.9490137850669145,6.9490137850669145,5.664808637170457,76.91081460643194,76.91081460643194,83.47498423001245,2.0869999999999997,64,2.695,1.36,6.56149,0.17938023,"(3,)"
mp-8603,RbAgO,Ag,139,I4/mmm,24.39452759719324,tetragonal,5.798611434676445,7.673778356585914,7.673781258489067,81.80097330948286,67.8049182141605,67.8049150229877,2.3381666666666665,440,2.063333333333333,1.93,7.576234,1.304473,"(1,)"
mp-8666,CsAgO,Ag,139,I4/mmm,27.26035246289588,tetragonal,6.197754590681237,7.898362829852095,7.898362405336289,81.14502730768476,66.89954875223862,66.89955099401112,2.337666666666667,440,2.0533333333333332,1.93,7.576234,1.304473,"(1,)"
mp-8697,ScBO3,Sc,167,R-3c,10.067384890531,rhombohedral,5.799975270815913,5.799975080611637,5.7999769046992675,48.58945306251447,48.58945177955736,48.58945247609858,2.131,64,2.744,1.36,6.56149,0.17938023,"(3,)"
mp-882,Ti6O,Ti,162,P-31m,15.251060283271729,hexagonal,5.10479035,5.104790647063684,9.46109899,90.0,90.0,119.99999801018582,2.5362000000000005,888,1.8114285714285712,1.54,6.82812,0.075545,"(4,)"
mp-8909,RuO2,Ru,205,Pa-3,9.461524890323648,cubic,4.84225282,4.84225282,4.84225282,90.0,90.0,90.0,1.982,128,3.026666666666667,2.2,7.3605,1.046272,"(3, 4)"
mp-935811,KNbO3,Nb,221,Pm-3m,13.08220358176979,cubic,4.02918278,4.02918278,4.02918278,90.0,90.0,90.0,2.3834999999999997,43,2.548,1.6,6.75885,0.917407,"(5,)"
mp-9650,MgTa2O6,Ta,136,P4_2/mnm,11.428007886188064,tetragonal,4.72661878,4.72661878,9.20750332,90.0,90.0,90.0,1.9845,128,2.7722222222222226,1.5,7.549571,0.32885923,"(5,)"
mp-996,OsO2,Os,136,P4_2/mnm,10.726154308512037,tetragonal,3.20912377,4.47820955,4.47820955,90.0,90.0,90.0,1.982,64,3.026666666666667,2.2,8.43823,1.07766124,"(4,)"
mp-9986,CsAuO,Au,139,I4/mmm,27.071978228371503,tetragonal,6.224723970109075,7.866782253903936,7.866782847047202,80.9950552962612,66.68151109548059,66.68151329104387,2.348333333333333,696,2.2566666666666664,2.54,9.225554,2.30861025,"(3,)"
